4	mangé	manger	V	VPP	g=m|m=part|n=s|t=past	_	3	mod	_	_
5	trois	trois	D	DET	s=card	1010110	6	det	_	_
6	gâteaux	gâteau	N	NC	g=m|n=p|s=c	0011011	4	mod	_	_
7	.	.	PONCT	PONCT	s=s	_	3	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
3	difficile	difficile	A	ADJ	n=s|s=qual	0100100	2	ats	_	_
4	pour	pour	P	P	_	1100111	2	mod	_	_
5	les	le	D	DET	n=p|s=def	100	6	det	_	_
6	étudiants	étudiant	N	NC	g=m|n=p|s=c	0010101	4	obj	_	_
7	qui	qui	PRO	PROREL	s=rel	1101101	8	suj	_	_
8	viennent	venir	V	V	m=ind|n=p|p=3|t=pst	1101001	6	mod_rel	_	_
9	ici	ici	ADV	ADV	_	1100101	8	mod	_	_
10	]	]	PONCT	PONCT	s=w	_	2	ponct	_	_
11	de	de	P	P	_	11110	2	mod	_	_
12	résoudre	résoudre	V	VINF	m=inf	1100000	11	obj	_	_
13	ce	ce	D	DET	g=m|n=s|s=dem	1101111	14	det	_	_
14	problème	problème	N	NC	g=m|n=s|s=c	0011100	12	obj	_	_
15	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
3	difficile	difficile	A	ADJ	n=s|s=qual	0100100	2	ats	_	_
4	pour	pour	P	P	_	1100111	2	mod	_	_
5	les	le	D	DET	n=p|s=def	100	6	det	_	_
6	étudiants	étudiant	N	NC	g=m|n=p|s=c	0010101	4	obj	_	_
7	qui	qui	PRO	PROREL	s=rel	1101101	8	suj	_	_
8	viennent	venir	V	V	m=ind|n=p|p=3|t=pst	1101001	6	mod_rel	_	_
9	juste	juste	ADV	ADV	_	1100010	8	mod	_	_
10	de	de	P	P	_	11110	8	de_obj	_	_
11	résoudre	résoudre	V	VINF	m=inf	1100000	10	obj	_	_
12	ce	ce	D	DET	g=m|n=s|s=dem	1101111	13	det	_	_
13	problème	problème	N	NC	g=m|n=s|s=c	0011100	11	obj	_	_
14	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	peut	pouvoir	V	V	m=ind|n=s|p=3|t=pst	1101000	0	root	_	_
3	lui	cld	CL	CLO	n=s|s=obj	1101110	4	a_obj	_	_
4	paraître	paraître	V	VINF	m=inf	1100000	2	obj	_	_
5	très	très	ADV	ADV	_	1100010	6	mod	_	_
6	difficile	difficile	A	ADJ	n=s|s=qual	0100100	4	mod	_	_
7	de	de	P	P	_	11110	4	obj	_	_
8	résoudre	résoudre	V	VINF	m=inf	1100000	7	obj	_	_
9	ce	ce	D	DET	g=m|n=s|s=dem	1101111	10	det	_	_
10	problème	problème	N	NC	g=m|n=s|s=c	0011100	8	obj	_	_
11	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	6	suj	_	_
2	ne	ne	ADV	ADV	s=neg	1101101	6	mod	_	_
3	s'	se	CL	CLR	p=3|s=refl	1101100	6	obj	_	_
4	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	6	aux_tps	_	_
5	pas	pas	ADV	ADV	s=neg	1100010	6	mod	_	_
6	avéré	avérer	V	VPP	g=m|m=part|n=s|t=past	1100011	0	root	_	_
7	difficile	difficile	A	ADJ	n=s|s=qual	0100100	6	ats	_	_
8	de	de	P	P	_	11110	6	obj	_	_
9	résoudre	résoudre	V	VINF	m=inf	1100000	8	obj	_	_
10	ce	ce	D	DET	g=m|n=s|s=dem	1101111	11	det	_	_
11	problème	problème	N	NC	g=m|n=s|s=c	0011100	9	obj	_	_
12	.	.	PONCT	PONCT	s=s	_	6	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
3	certain	certain	A	ADJ	g=m|n=s|s=qual	0000101	2	mod	_	_
4	que	que	C	CS	s=s	1100101	2	obj	_	_
5	Fred	Fred	N	NPP	g=m|n=s|s=p	0101100	6	suj	_	_
6	viendra	venir	V	V	m=ind|n=s|p=3|t=fut	1101001	4	obj	_	_
7	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	manque	manquer	V	V	m=ind|n=s|p=3|t=pst	0011111	0	root	_	_
3	du	de	P+D	P+D	s=def	1111111	2	de_obj	_	_
4	poivre	poivre	N	NC	g=m|n=s|s=c	_	3	obj	_	_
5	(	(	PONCT	PONCT	s=w	_	2	ponct	_	_
6	dans	dans	P	P	_	1100111	2	mod	_	_
7	cette	ce	D	DET	g=f|n=s|s=dem	1011100	8	det	_	_
8	maison	maison	N	NC	g=f|n=s|s=c	0010010	6	obj	_	_
9	)	)	PONCT	PONCT	s=w	_	2	ponct	_	_
10	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	manque	manquer	V	V	m=ind|n=s|p=3|t=pst	0011111	0	root	_	_
3	de	de	P	P	_	11110	2	de_obj	_	_
4	poivre	poivre	N	NC	g=m|n=s|s=c	_	3	obj	_	_
5	,	,	PONCT	PONCT	s=w	_	2	ponct	_	_
6	ce	ce	D	DET	g=m|n=s|s=dem	1101111	7	det	_	_
7	rôti	rôti	N	NC	g=m|n=s|s=c	0010101	2	mod	_	_
8	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	reste	rester	V	V	m=ind|n=s|p=3|t=pst	1101001	0	root	_	_
3	la	le	D	DET	g=f|n=s|s=def	100	4	det	_	_
4	valise	valise	N	NC	g=f|n=s|s=c	0010100	2	ats	_	_
5	du	de	P+D	P+D	s=def	1111111	4	dep	_	_
6	chef	chef	N	NC	n=s|s=c	0010101	5	obj	_	_
7	(	(	PONCT	PONCT	s=w	_	2	ponct	_	_
8	dans	dans	P	P	_	1100111	2	mod	_	_
9	la	le	D	DET	g=f|n=s|s=def	100	10	det	_	_
10	voiture	voiture	N	NC	g=f|n=s|s=c	0011100	8	obj	_	_
11	)	)	PONCT	PONCT	s=w	_	2	ponct	_	_
12	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	reste	rester	V	V	m=ind|n=s|p=3|t=pst	1101001	0	root	_	_
3	la	le	D	DET	g=f|n=s|s=def	100	4	det	_	_
4	priorité	priorité	N	NC	g=f|n=s|s=c	0011100	2	ats	_	_
5	du	de	P+D	P+D	s=def	1111111	4	dep	_	_
6	chef	chef	N	NC	n=s|s=c	0010101	5	obj	_	_
7	(	(	PONCT	PONCT	s=w	_	4	ponct	_	_
8	le	le	D	DET	g=m|n=s|s=def	100	9	det	_	_
9	chômage	chômage	N	NC	g=m|n=s|s=c	0011011	4	mod	_	_
10	)	)	PONCT	PONCT	s=w	_	4	ponct	_	_
11	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	3	suj	_	_
2	a	avoir	V	V	m=ind|n=s|p=3|t=pst	1101010	3	aux_tps	_	_
3	été	être	V	VPP	m=part|t=past	1100011	0	root	_	_
4	choisi	choisir	V	VPP	g=m|m=part|n=s|t=past	1100011	3	mod	_	_
5	que	que	C	CS	s=s	1100101	4	obj	_	_
6	les	le	D	DET	n=p|s=def	100	7	det	_	_
7	séances	séance	N	NC	g=f|n=p|s=c	0011101	9	suj	_	_
8	se	se	CL	CLR	p=3|s=refl	1101100	9	aff	_	_
9	feraient	faire	V	V	m=ind|n=p|p=3|t=cond	1101001	5	obj	_	_
10	le	le	D	DET	g=m|n=s|s=def	100	11	det	_	_
11	matin	matin	N	NC	g=m|n=s|s=c	0001011	9	obj	_	_
12	vers	vers	P	P	_	1100111	9	mod	_	_
13	9h	9h	N	NC	s=c	0100111	12	obj	_	_
14	.	.	PONCT	PONCT	s=s	_	3	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	3	suj	_	_
2	a	avoir	V	V	m=ind|n=s|p=3|t=pst	1101010	3	aux_tps	_	_
3	été	être	V	VPP	m=part|t=past	1100011	0	root	_	_
4	choisi	choisir	V	VPP	g=m|m=part|n=s|t=past	1100011	3	mod	_	_
5	plutôt_que	plutôt_que	C	CS	s=s	1100101	3	mod	_	_
6	l'	le	D	DET	n=s|s=def	100	7	det	_	_
7	acier	acier	N	NC	g=m|n=s|s=c	0011011	0	root	_	_
8	ou	ou	C	CC	s=c	1110111	7	coord	_	_
9	le	le	D	DET	g=m|n=s|s=def	100	10	det	_	_
10	béton	béton	N	NC	g=m|n=s|s=c	0011011	8	dep_coord	_	_
11	pour	pour	P	P	_	1100111	7	dep	_	_
12	soutenir	soutenir	V	VINF	m=inf	1100000	11	obj	_	_
13	une	un	D	DET	g=f|n=s|s=ind	10110	14	det	_	_
14	toiture	toiture	N	NC	g=f|n=s|s=c	0011100	12	obj	_	_
15	de	de	P	P	_	11110	14	dep	_	_
16	170	170	D	DET	s=card	_	17	det	_	_
17	mètres	mètre	N	NC	g=m|n=p|s=c	0011110	15	obj	_	_
18	.	.	PONCT	PONCT	s=s	_	7	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	3	suj	_	_
2	s'	se	CL	CLR	p=3|s=refl	1101100	3	aff	_	_
3	était	être	V	V	m=ind|n=s|p=3|t=impft	1101011	0	root	_	_
4	réfugié	réfugier	V	VPP	g=m|m=part|n=s|t=past	0010101	3	mod	_	_
5	en	en	P	P	p=3	111110	4	mod	_	_
6	Angleterre	Angleterre	N	NPP	g=f|n=s|s=p	0011000	5	obj	_	_
7	.	.	PONCT	PONCT	s=s	_	3	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	6	suj	_	_
2	y	y	CL	CLO	p=3|s=obj	1101101	6	a_obj	_	_
3	avait	avoir	V	V	m=ind|n=s|p=3|t=impft	1101010	6	aux_tps	_	_
4	très	très	ADV	ADV	_	1100010	6	mod	_	_
5	tôt	tôt	ADV	ADV	_	1100010	6	mod	_	_
6	connu	connaître	V	VPP	g=m|m=part|n=s|t=past	1100011	0	root	_	_
7	les	le	D	DET	n=p|s=def	100	8	det	_	_
8	pianos	piano	N	NC	g=m|n=p|s=c	0011011	6	obj	_	_
9	de	de	P	P	_	11110	8	dep	_	_
10	...	...	PONCT	PONCT	s=s	_	6	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	revient	revenir	V	V	m=ind|n=s|p=3|t=pst	1101001	0	root	_	_
3	de	de	P	P	_	11110	2	de_obj	_	_
4	Rimini	Rimini	N	NPP	s=p	_	3	obj	_	_
5	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il_y_a	il_y_a	V	V	m=ind	1100111	0	root	_	_
2	donné	donner	V	VPP	g=m|m=part|n=s|t=past	1100011	1	mod	_	_
3	la	le	D	DET	g=f|n=s|s=def	100	4	det	_	_
4	réplique	réplique	N	NC	g=f|n=s|s=c	0011100	1	obj	_	_
5	à	à	P	P	_	1100110	1	mod	_	_
6	Madeleine	Madeleine	N	NPP	g=f|n=s|s=p	0010011	5	obj	_	_
7	.	.	PONCT	PONCT	s=s	_	1	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	était	être	V	V	m=ind|n=s|p=3|t=impft	1101011	0	root	_	_
3	"	"	PONCT	PONCT	s=w	_	2	ponct	_	_
4	même	même	ADV	ADV	_	0000110	5	mod	_	_
5	souhaitable	souhaitable	A	ADJ	n=s|s=qual	0100100	2	ats	_	_
6	"	"	PONCT	PONCT	s=w	_	5	ponct	_	_
7	que	que	C	CS	s=s	1100101	5	dep	_	_
8	celui-ci	celui-ci	PRO	PRO	g=m|n=s|s=dem	1101110	7	obj	_	_
9	soit	être	V	VS	m=subj|n=s|p=3|t=pst	1101011	10	aux_pass	_	_
10	issu	issir	V	VPP	g=m|m=part|n=s|t=past	1100010	2	mod	_	_
11	"	"	PONCT	PONCT	s=w	_	10	ponct	_	_
12	de	de	P	P	_	11110	10	mod	_	_
13	l'opposition	l'opposition	N	NC	s=c	_	12	obj	_	_
14	"	"	PONCT	PONCT	s=w	_	10	ponct	_	_
15	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
2	-il	cln	CL	CLS	s=suj	1100010	1	suj	_	_
3	inconcevable	inconcevable	A	ADJ	n=s|s=qual	_	1	mod	_	_
4	que	que	C	CS	s=s	1100101	1	mod	_	_
5	...	...	PONCT	PONCT	s=s	_	1	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
3	donc	donc	ADV	ADV	_	1100010	2	mod	_	_
4	indispensable	indispensable	A	ADJ	n=s|s=qual	0100100	2	mod	_	_
5	et	et	C	CC	s=c	1110111	2	coord	_	_
6	légitime	légitime	A	ADJ	n=s|s=qual	0000101	5	dep_coord	_	_
7	de	de	P	P	_	11110	5	dep_coord	_	_
8	les	cla	CL	CLO	n=p|s=obj	100	9	obj	_	_
9	aider	aider	V	VINF	m=inf	1100000	7	obj	_	_
10	...	...	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	semble	sembler	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
3	tout_à_fait	tout_à_fait	ADV	ADV	_	1100010	2	mod	_	_
4	myope	myope	N	NC	n=s|s=c	_	2	obj	_	_
5	,	,	PONCT	PONCT	s=w	_	2	ponct	_	_
6	voire	voire	C	CC	s=c	1100101	2	coord	_	_
7	aveugle	aveugle	N	NC	n=s|s=c	0010101	6	dep_coord	_	_
8	,	,	PONCT	PONCT	s=w	_	2	ponct	_	_
9	de	de	P	P	_	11110	2	obj	_	_
10	penser	penser	V	VINF	m=inf	1100000	9	obj	_	_
11	que	que	C	CS	s=s	1100101	10	obj	_	_
12	la	le	D	DET	g=f|n=s|s=def	100	13	det	_	_
13	situation	situation	N	NC	g=f|n=s|s=c	0011100	15	suj	_	_
14	ne	ne	ADV	ADV	s=neg	1101101	15	mod	_	_
15	peut	pouvoir	V	V	m=ind|n=s|p=3|t=pst	1101000	11	obj	_	_
16	se	se	CL	CLR	p=3|s=refl	1101100	17	aff	_	_
17	détériorer	détériorer	V	VINF	m=inf	_	15	obj	_	_

1	Il	cln	CL	CLS	s=suj	1101110	2	suj	_	_
2	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	0	root	_	_
3	idiot	idiot	A	ADJ	g=m|n=s|s=qual	_	2	ats	_	_
4	de	de	P	P	_	11110	2	mod	_	_
5	sa	son	D	DET	g=f|n=s|s=poss	1011111	6	det	_	_
6	part	part	N	NC	n=s|s=c	0011111	4	obj	_	_
7	d'	de	P	P	_	11110	6	dep	_	_
8	avoir	avoir	V	VINF	m=inf	1100001	9	aux_tps	_	_
9	refusé	refuser	V	VPP	g=m|m=part|n=s|t=past	1100011	7	obj	_	_
10	cette	ce	D	DET	g=f|n=s|s=dem	1011100	11	det	_	_
11	offre	offre	N	NC	g=f|n=s|s=c	0011111	9	obj	_	_
12	.	.	PONCT	PONCT	s=s	_	2	ponct	_	_

1	Comme	comme	C	CS	s=s	1100101	0	root	_	_
2	il	cln	CL	CLS	s=suj	1101110	4	suj	_	_
3	a	avoir	V	V	m=ind|n=s|p=3|t=pst	1101010	4	aux_tps	_	_
4	été	être	V	VPP	m=part|t=past	1100011	1	obj	_	_
5	annoncé	annoncer	V	VPP	g=m|m=part|n=s|t=past	1100011	4	mod	_	_
6	...	...	PONCT	PONCT	s=s	_	1	ponct	_	_

1	Comme	comme	C	CS	s=s	1100101	0	root	_	_
2	il	cln	CL	CLS	s=suj	1101110	3	suj	_	_
3	conviendrait	convenir	V	V	m=ind|n=s|p=3|t=cond	1101001	1	obj	_	_
4	...	...	PONCT	PONCT	s=s	_	1	ponct	_	_

1	Comme	comme	C	CS	s=s	1100101	0	root	_	_
2	il	cln	CL	CLS	s=suj	1101110	3	suj	_	_
3	arrive	arriver	V	V	m=ind|n=s|p=3|t=pst	1101001	1	obj	_	_
4	souvent	souvent	ADV	ADV	_	1100010	3	mod	_	_
5	...	...	PONCT	PONCT	s=s	_	1	ponct	_	_

1	Comme	comme	C	CS	s=s	1100101	0	root	_	_
2	il	cln	CL	CLS	s=suj	1101110	5	suj	_	_
3	est	être	V	V	m=ind|n=s|p=3|t=pst	1101011	5	aux_pass	_	_
4	bien	bien	ADV	ADV	_	1100010	5	mod	_	_
5	connu	connaître	V	VPP	g=m|m=part|n=s|t=past	1100011	1	obj	_	_
6	...	...	PONCT	PONCT	s=s	_	1	ponct	_	_

1	Il	cln	CL	CLS	s=suj	1101110	3	suj	_	_
2	s'	se	CL	CLR	p=3|s=refl	1101100	3	aff	_	_
3	était	être	V	V	m=ind|n=s|p=3|t=impft	1101011	0	root	_	_
4	formé	former	V	VPP	g=m|m=part|n=s|t=past	1100011	3	mod	_	_
5	un	un	D	DET	g=m|n=s|s=ind	10110	6	det	_	_
6	cercle	cercle	N	NC	g=m|n=s|s=c	0010110	3	obj	_	_
7	d'	de	P	P	_	11110	6	dep	_	_
8	inimitié	inimitié	N	NC	g=f|n=s|s=c	_	7	obj	_	_
9	autour_de	autour_de	P	P	_	1100111	3	mod	_	_
10	cet	ce	D	DET	g=m|n=s|s=dem	1011100	11	det	_	_
11	individu	individu	N	NC	g=m|n=s|s=c	0010100	9	obj	_	_
12	abject	abject	A	ADJ	g=m|n=s|s=qual	_	11	mod	_	_
13	...	...	PONCT	PONCT	s=s	_	3	ponct	_	_

